jugador,seleccion_nacionalidad,mundial,camiseta,posicion,jugo,jugo_titular,capitan,no_jugo,goles,prom_goles,tarjeta_amarilla,tarjeta_roja,pg,pe,pp,pos_final
Francisco Arce,Paraguay,2002,2,Defensor,4,4,0,0,1,0.25,1,0,1,1,2,16
Francisco Calvo,Costa Rica,2018,15,Defensor,2,1,0,1,0,0.00,1,0,0,0,2,29
Francisco Calvo,Costa Rica,2022,15,Defensor,2,2,0,1,0,0.00,2,0,1,0,1,27
Francisco Camera,Uruguay,1970,14,Defensor,0,0,0,6,0,0.00,0,0,0,0,0,4
Francisco Carrasco,España,1986,10,Delantero,0,0,0,5,0,0.00,0,0,0,0,0,7
Francisco Castrejon,México,1970,22,Arquero,0,0,0,4,0,0.00,0,0,0,0,0,6
Francisco Cruz,México,1986,5,Delantero,4,0,0,1,0,0.00,0,0,2,2,0,6
Francisco Flores,México,1958,6,Mediocampista,3,3,0,0,0,0.00,0,0,0,1,2,16
Francisco Gabriel De Anda,México,2002,2,Defensor,0,0,0,4,0,0.00,0,0,0,0,0,11
Francisco Gento,España,1962,9,Delantero,3,3,1,0,0,0.00,0,0,1,0,2,12
Francisco Gento,España,1966,11,Delantero,2,2,2,1,0,0.00,0,0,1,0,1,10
Francisco Garza Gutierrez,México,1930,-,Defensor,1,1,0,2,0,0.00,0,0,0,0,1,13
Francisco Hernandez,El Salvador,1982,9,Delantero,1,1,0,2,0,0.00,0,0,0,0,1,24
Francisco Hernandez,México,1950,-,Mediocampista,0,0,0,3,0,0.00,0,0,0,0,0,12
Francisco Jara,México,1966,11,Delantero,0,0,0,3,0,0.00,0,0,0,0,0,12
Francisco Lombardo,Argentina,1958,4,Defensor,3,3,0,0,0,0.00,0,0,1,0,2,13
Francisco Montes,México,1970,4,Defensor,0,0,0,4,0,0.00,0,0,0,0,0,6
Francisco Osorto,El Salvador,1982,12,Defensor,2,2,0,1,0,0.00,2,0,0,0,2,24
Francisco Palencia,México,1998,17,Delantero,2,2,0,2,0,0.00,0,0,0,1,1,13
Francisco Palencia,México,2002,17,Delantero,2,0,0,2,0,0.00,0,0,1,1,0,11
Francisco Rodrigues,Brasil,1950,-,Delantero,0,0,0,6,0,0.00,0,0,0,0,0,2
Francisco Rodrigues,Brasil,1954,11,Delantero,2,2,0,1,0,0.00,0,0,1,1,0,6
Francisco Rodriguez,México,2006,22,Defensor,1,1,0,3,0,0.00,1,0,0,0,1,15
Francisco Rodriguez,México,2010,2,Defensor,4,4,0,0,0,0.00,1,0,1,1,2,14
Francisco Rodriguez,México,2014,2,Defensor,4,4,0,0,0,0.00,0,0,2,1,1,10
Francisco Rojas,Chile,1998,4,Defensor,3,3,0,1,0,0.00,2,0,0,3,0,16
Francisco Rua,Argentina,1934,-,Delantero,1,1,0,0,0,0.00,0,0,0,0,1,9
Francisco Sa,Argentina,1974,16,Defensor,5,5,0,1,0,0.00,0,0,1,1,3,8
Francisco Silva,Chile,2014,5,Mediocampista,3,3,0,1,0,0.00,2,0,1,1,1,9
Francisco Sosa,Paraguay,1950,-,Delantero,0,0,0,2,0,0.00,0,0,0,0,0,11
Francisco Torres,Estados Unidos,2010,16,Mediocampista,1,1,0,3,0,0.00,0,0,0,1,0,12
Francisco Uria,España,1978,3,Defensor,2,2,0,1,0,0.00,0,0,1,1,0,10
Francisco Urroz,Chile,1950,-,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,9
Francisco Urruticoechea,España,1978,22,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,10
Francisco Urruticoechea,España,1982,21,Arquero,0,0,0,5,0,0.00,0,0,0,0,0,12
Francisco Urruticoechea,España,1986,13,Arquero,0,0,0,5,0,0.00,0,0,0,0,0,7
Francisco Valdes,Chile,1966,19,Delantero,0,0,0,1,0,0.00,0,0,0,0,0,13
Francisco Valdes,Chile,1974,8,Mediocampista,3,3,3,0,0,0.00,0,0,0,2,1,11
Francisco Varallo,Argentina,1930,-,Delantero,4,4,0,1,1,0.25,0,0,3,0,1,2
Francisco Villaroya,España,1990,11,Mediocampista,4,4,0,0,0,0.00,1,0,2,1,1,10
Francisco Zuluaga,Colombia,1962,3,Defensor,1,1,1,2,1,1.00,0,0,0,0,1,14
Franck Atsou,Togo,2006,21,Mediocampista,0,0,0,3,0,0.00,0,0,0,0,0,30
Franck Ribery,Francia,2006,22,Mediocampista,7,6,0,0,1,0.14,1,0,4,3,0,2
Franck Ribery,Francia,2010,7,Delantero,3,3,0,0,0,0.00,1,0,0,1,2,29
Franco Armani,Argentina,2018,12,Arquero,2,2,0,2,0,0.00,0,0,1,0,1,16
Franco Armani,Argentina,2022,1,Arquero,0,0,0,7,0,0.00,0,0,0,0,0,1
Franco Baresi,Italia,1982,2,Defensor,0,0,0,7,0,0.00,0,0,0,0,0,1
Franco Baresi,Italia,1990,2,Defensor,7,7,0,0,0,0.00,0,0,6,1,0,3
Franco Baresi,Italia,1994,6,Defensor,3,3,3,4,0,0.00,0,0,1,1,1,2
Franco Causio,Italia,1974,18,Mediocampista,2,1,0,1,0,0.00,0,0,0,1,1,10
Franco Causio,Italia,1978,16,Mediocampista,7,7,0,0,1,0.14,0,0,4,1,2,4
Franco Causio,Italia,1982,15,Mediocampista,2,0,0,5,0,0.00,0,0,1,1,0,1
Franco Navarro,Perú,1982,17,Delantero,0,0,0,3,0,0.00,0,0,0,0,0,20
Franco Selvaggi,Italia,1982,21,Delantero,0,0,0,7,0,0.00,0,0,0,0,0,1
Franco Tancredi,Italia,1986,12,Arquero,0,0,0,4,0,0.00,0,0,0,0,0,12
Francois Bourbotte,Francia,1938,-,Defensor,0,0,0,2,0,0.00,0,0,0,0,0,8
Francois Bracci,Francia,1978,5,Defensor,1,1,0,2,0,0.00,0,0,1,0,0,12
Francois De Vries,Bélgica,1934,-,Delantero,1,1,0,0,0,0.00,0,0,0,0,1,15
Francois Janssens,Bélgica,1970,21,Delantero,0,0,0,3,0,0.00,0,0,0,0,0,10
Francois Ledent,Bélgica,1934,-,Delantero,0,0,0,1,0,0.00,0,0,0,0,0,15
François Moubandje,Suiza,2018,3,Defensor,0,0,0,4,0,0.00,0,0,0,0,0,14
Francois Ndoumbe Lea,Camerún,1982,15,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,17
Francois Omam-Biyik,Camerún,1990,7,Delantero,5,5,0,0,1,0.20,0,0,3,0,2,7
Francois Omam-Biyik,Camerún,1994,7,Delantero,3,3,0,0,1,0.33,0,0,0,1,2,22
Francois Omam-Biyik,Camerún,1998,7,Delantero,3,3,3,0,0,0.00,0,0,0,2,1,25
Francois Remetter,Francia,1954,1,Arquero,2,2,0,0,0,0.00,0,0,1,0,1,9
Francois Remetter,Francia,1958,3,Arquero,2,2,0,4,0,0.00,0,0,1,0,1,3
Francois Van Der Elst,Bélgica,1982,13,Delantero,2,0,0,3,0,0.00,0,0,1,0,1,10
Franjo Vladic,Yugoslavia,1974,16,Mediocampista,0,0,0,6,0,0.00,0,0,0,0,0,7
Frank Arnesen,Dinamarca,1986,15,Mediocampista,3,3,0,1,0,0.00,1,1,3,0,0,9
Frank Baumann,Alemania,2002,4,Defensor,1,0,0,6,0,0.00,1,0,1,0,0,2
Frank Borghi,Estados Unidos,1950,-,Arquero,3,3,0,0,0,0.00,0,0,1,0,2,10
Frank De Boer,Paises Bajos,1994,2,Defensor,4,4,0,1,0,0.00,1,0,3,0,1,7
Frank De Boer,Paises Bajos,1998,4,Defensor,7,7,6,0,0,0.00,0,0,3,3,1,4
Frank Gray,Escocia,1982,3,Defensor,3,3,0,0,0,0.00,0,0,1,1,1,15
Frank Klopas,Estados Unidos,1994,14,Delantero,0,0,0,4,0,0.00,0,0,0,0,0,14
Frank Lampard,Inglaterra,2006,8,Mediocampista,5,5,0,0,0,0.00,1,0,3,2,0,7
Frank Lampard,Inglaterra,2010,8,Mediocampista,4,4,0,0,0,0.00,0,0,1,2,1,13
Frank Lampard,Inglaterra,2014,8,Mediocampista,1,1,1,2,0,0.00,0,0,0,1,0,26
Frank Leboeuf,Francia,1998,18,Defensor,3,2,0,4,0,0.00,0,0,3,0,0,1
Frank Leboeuf,Francia,2002,18,Defensor,2,2,0,1,0,0.00,0,0,0,1,1,28
Frank Mcavennie,Escocia,1986,16,Delantero,2,0,0,1,0,0.00,0,0,0,0,2,19
Frank Mill,Alemania Occidental,1990,11,Delantero,0,0,0,7,0,0.00,0,0,0,0,0,1
Frank Rijkaard,Paises Bajos,1990,3,Mediocampista,4,4,0,0,0,0.00,2,1,0,3,1,15
Frank Rijkaard,Paises Bajos,1994,3,Mediocampista,4,4,0,1,0,0.00,1,0,2,0,2,7
Frank Sechehaye,Suiza,1934,-,Arquero,2,2,0,0,0,0.00,0,0,1,0,1,7
Frank Sinclair,Jamaica,1998,19,Defensor,3,3,0,0,0,0.00,0,0,1,0,2,22
Frank Stapleton,Irlanda,1990,18,Delantero,0,0,0,5,0,0.00,0,0,0,0,0,8
Frank Van Hattum,Nueva Zelanda,1982,22,Arquero,3,3,0,0,0,0.00,0,0,0,0,3,23
Frank Vaughn,Estados Unidos,1930,-,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,3
Frank Vercauteren,Bélgica,1982,6,Mediocampista,5,5,0,0,0,0.00,0,0,2,1,2,10
Frank Vercauteren,Bélgica,1986,6,Mediocampista,6,6,0,1,1,0.17,0,0,2,2,2,4
Frank Wallace,Estados Unidos,1950,-,Delantero,3,3,0,0,1,0.33,0,0,1,0,2,10
Frank Wels,Paises Bajos,1934,-,Delantero,1,1,0,0,0,0.00,0,0,0,0,1,9
Frank Wels,Paises Bajos,1938,-,Delantero,1,1,0,0,0,0.00,0,0,0,0,1,14
Frankie Hejduk,Estados Unidos,1998,2,Mediocampista,3,2,0,0,0,0.00,1,0,0,0,3,32
Frankie Hejduk,Estados Unidos,2002,2,Defensor,4,4,0,1,0,0.00,2,0,1,1,2,8
Franky Van Der Elst,Bélgica,1986,3,Defensor,4,2,0,3,0,0.00,1,0,1,1,2,4
Franky Van Der Elst,Bélgica,1990,8,Mediocampista,4,4,0,0,0,0.00,0,0,2,0,2,11
Franky Van Der Elst,Bélgica,1994,7,Mediocampista,4,4,0,0,0,0.00,0,0,2,0,2,11
Franky Van Der Elst,Bélgica,1998,6,Mediocampista,3,2,2,0,0,0.00,0,0,0,3,0,19
Franky Vandendriessche,Bélgica,2002,13,Arquero,0,0,0,4,0,0.00,0,0,0,0,0,14
Frans Gommers,Bélgica,1938,-,Defensor,0,0,0,1,0,0.00,0,0,0,0,0,13
Frans Hogenbirk,Paises Bajos,1938,-,Mediocampista,0,0,0,1,0,0.00,0,0,0,0,0,14
Frans Hukon,Indias Orientales Holand.,1938,-,Defensor,1,1,0,0,0,0.00,0,0,0,0,1,15
Frans Meeng,Indias Orientales Holand.,1938,-,Mediocampista,1,1,1,0,0,0.00,0,0,0,0,1,15
Frans Peeraer,Bélgica,1934,-,Mediocampista,1,1,0,0,0,0.00,0,0,0,0,1,15
Frans Van Der Veen,Paises Bajos,1938,-,Delantero,1,1,0,0,0,0.00,0,0,0,0,1,14
Frantisek Jakubec,Checoslovaquia,1982,2,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,19
Frantisek Junek,Checoslovaquia,1934,-,Delantero,4,4,0,0,0,0.00,0,0,3,0,1,2
Frantisek Planicka,Checoslovaquia,1934,-,Arquero,4,4,4,0,0,0.00,0,0,3,0,1,2
Frantisek Planicka,Checoslovaquia,1938,-,Arquero,2,2,2,1,0,0.00,0,0,1,1,0,5
Frantisek Safranek,Checoslovaquia,1954,2,Defensor,2,2,0,0,0,0.00,0,0,0,0,2,14
Frantisek Safranek,Checoslovaquia,1958,21,Defensor,0,0,0,4,0,0.00,0,0,0,0,0,9
Frantisek Schmucker,Checoslovaquia,1962,13,Arquero,0,0,0,6,0,0.00,0,0,0,0,0,2
Frantisek Stambacher,Checoslovaquia,1982,17,Mediocampista,1,1,0,2,0,0.00,0,0,0,1,0,19
Frantisek Straka,Checoslovaquia,1990,6,Defensor,3,3,0,2,0,0.00,2,0,2,0,1,6
Frantisek Svoboda,Checoslovaquia,1934,-,Delantero,3,3,0,1,2,0.67,0,0,2,0,1,2
Frantisek Vesely,Checoslovaquia,1970,18,Mediocampista,3,2,0,0,0,0.00,0,0,0,0,3,15
Franz Beckenbauer,Alemania Occidental,1966,4,Mediocampista,6,6,0,0,4,0.67,2,0,4,1,1,2
Franz Beckenbauer,Alemania Occidental,1970,4,Defensor,5,5,0,1,1,0.20,0,0,4,0,1,3
Franz Beckenbauer,Alemania Occidental,1974,5,Defensor,7,7,7,0,0,0.00,0,0,6,0,1,1
Franz Cisar,Austria,1934,-,Defensor,4,4,0,0,0,0.00,0,0,2,0,2,4
Franz Dienert,Alemania,1934,-,Delantero,0,0,0,4,0,0.00,0,0,0,0,0,3
Franz Oberacher,Austria,1978,17,Delantero,1,0,0,5,0,0.00,0,0,1,0,0,7
Franz Pelikan,Austria,1954,15,Arquero,0,0,0,5,0,0.00,0,0,0,0,0,3
Franz Swoboda,Austria,1958,4,Defensor,3,3,0,0,0,0.00,0,0,0,1,2,15
Franz Wagner,Austria,1934,-,Mediocampista,4,4,0,0,0,0.00,0,0,2,0,2,4
Franz Wagner,Austria,1938,-,Mediocampista,0,0,0,2,0,0.00,0,0,0,0,0,10
Franz Wohlfahrt,Austria,1998,16,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,23
Fraser Forster,Inglaterra,2014,22,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,26
Frechaut,Portugal,2002,18,Defensor,1,1,0,2,0,0.00,1,0,1,0,0,21
Fred,Brasil,2006,21,Delantero,1,0,0,4,1,1.00,0,0,1,0,0,5
Fred,Brasil,2014,9,Delantero,6,6,0,1,1,0.17,0,0,3,2,1,4
Fred Martin,Escocia,1954,1,Arquero,2,2,0,0,0,0.00,0,0,0,0,2,15
Fred,Brasil,2018,18,Mediocampista,0,0,0,5,0,0.00,0,0,0,0,0,6
Fred,Brasil,2022,8,Mediocampista,4,2,0,1,0,0.00,1,0,2,1,1,7
Freddy Rincon,Colombia,1990,19,Delantero,4,4,0,0,1,0.25,0,0,1,1,2,14
Freddy Rincon,Colombia,1994,19,Mediocampista,3,3,0,0,0,0.00,0,0,1,0,2,19
Freddy Rincon,Colombia,1998,19,Mediocampista,3,3,0,0,0,0.00,0,0,1,0,2,21
Frederic Herpoel,Bélgica,2002,23,Arquero,0,0,0,4,0,0.00,0,0,0,0,0,14
Frederico,Portugal,1986,8,Defensor,3,3,0,0,0,0.00,0,0,1,0,2,17
Frederik Ronnow,Dinamarca,2018,22,Arquero,0,0,0,4,0,0.00,0,0,0,0,0,11
Frederik Ronnow,Dinamarca,2022,22,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,28
Frederik Schram,Islandia,2018,12,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,28
Fredrik Ljungberg,Suecia,2002,9,Mediocampista,2,2,0,2,0,0.00,0,0,1,1,0,13
Fredrik Ljungberg,Suecia,2006,9,Mediocampista,4,4,0,0,1,0.25,1,0,1,2,1,14
Fredrik Stenman,Suecia,2006,14,Defensor,0,0,0,4,0,0.00,0,0,0,0,0,14
Fredy Bickel,Suiza,1938,-,Delantero,3,3,0,0,1,0.33,0,0,1,1,1,6
Fredy Bickel,Suiza,1950,-,Delantero,2,2,2,1,0,0.00,0,0,0,1,1,6
Fredy Guarín,Colombia,2014,13,Mediocampista,3,2,0,2,0,0.00,1,0,2,0,1,5
Frenkie de Jong,Paises Bajos,2022,21,Mediocampista,5,5,0,0,1,0.20,1,0,3,2,0,5
Friaca,Brasil,1950,-,Delantero,4,4,0,2,1,0.25,0,0,2,1,1,2
Frickson Erazo,Ecuador,2014,3,Defensor,3,3,0,0,0,0.00,1,0,1,1,1,17
Friedel Lutz,Alemania Occidental,1966,14,Defensor,1,1,0,5,0,0.00,0,0,1,0,0,2
Friederich Franzl,Austria,1934,-,Arquero,0,0,0,4,0,0.00,0,0,0,0,0,4
Friedl Koncilia,Austria,1978,1,Arquero,6,6,0,0,0,0.00,0,0,3,0,3,7
Friedl Koncilia,Austria,1982,1,Arquero,5,5,0,0,0,0.00,0,0,2,1,2,8
Fritz Andre,Haití,1974,4,Defensor,1,1,0,2,0,0.00,0,0,0,0,1,15
Fritz Buchloh,Alemania,1934,-,Arquero,0,0,0,4,0,0.00,0,0,0,0,0,3
Fritz Buchloh,Alemania,1938,-,Arquero,0,0,0,2,0,0.00,0,0,0,0,0,10
Fritz Herkenrath,Alemania Occidental,1958,1,Arquero,5,5,0,1,0,0.00,0,0,2,2,1,4
Fritz Kehl,Suiza,1962,10,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,16
Fritz Keller,Francia,1934,-,Delantero,1,1,0,0,0,0.00,0,0,0,0,1,9
Fritz Kuenzli,Suiza,1966,13,Delantero,2,2,0,1,0,0.00,0,0,0,0,2,16
Fritz Laband,Alemania Occidental,1954,2,Defensor,3,3,0,3,0,0.00,0,0,3,0,0,1
Fritz Leandre,Haití,1974,16,Delantero,1,0,0,2,0,0.00,1,0,0,0,1,15
Fritz Morf,Suiza,1962,5,Defensor,1,1,0,2,0,0.00,0,0,0,0,1,16
Fritz Szepan,Alemania,1934,-,Delantero,4,4,4,0,0,0.00,0,0,3,0,1,3
Fritz Szepan,Alemania,1938,-,Delantero,1,1,1,1,0,0.00,0,0,0,0,1,10
Fritz Wagner,Suiza,1938,-,Delantero,0,0,0,3,0,0.00,0,0,0,0,0,6
Fritz Walter,Alemania Occidental,1954,16,Mediocampista,6,6,6,0,3,0.50,0,0,5,0,1,1
Fritz Walter,Alemania Occidental,1958,9,Mediocampista,5,5,0,1,0,0.00,0,0,2,2,1,4
Frode Grodas,Noruega,1994,12,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,17
Frode Grodas,Noruega,1998,1,Arquero,4,4,4,0,0,0.00,0,0,1,2,1,15
Fryedryk Szerfke,Polonia,1938,-,Delantero,1,1,0,0,1,1.00,0,0,0,0,1,11
Fuad Amin,Arabia Saudita,1994,6,Mediocampista,3,3,0,1,2,0.67,2,0,1,0,2,12
Fuad Amin,Arabia Saudita,1998,6,Mediocampista,3,3,3,0,0,0.00,0,0,0,1,2,28
Fulvio Collovati,Italia,1982,5,Defensor,7,7,0,0,0,0.00,1,0,4,3,0,1
Fulvio Collovati,Italia,1986,4,Defensor,1,1,0,3,0,0.00,0,0,1,0,0,12
Fulvio Nesti,Italia,1954,6,Mediocampista,3,3,0,0,1,0.33,0,0,1,0,2,10
Futre,Portugal,1986,10,Delantero,3,1,0,0,0,0.00,0,0,1,0,2,17
Fyodor Kudryashov,Rusia,2018,13,Defensor,4,3,0,1,0,0.00,0,0,1,2,1,8
Fyodor Smolov,Rusia,2018,10,Delantero,5,1,0,0,0,0.00,1,0,2,2,1,8
G. Faulhaber,Indias Orientales Holand.,1938,-,Mediocampista,0,0,0,1,0,0.00,0,0,0,0,0,15
G. Van Den Burgh,Indias Orientales Holand.,1938,-,Defensor,0,0,0,1,0,0.00,0,0,0,0,0,15
Gabelo Conejo,Costa Rica,1990,1,Arquero,3,3,0,1,0,0.00,0,0,2,0,1,13
Gabor Poloskei,Hungría,1982,11,Delantero,3,3,0,0,2,0.67,0,0,1,1,1,14
Gabor Szabo,Hungría,1934,-,Delantero,1,1,0,1,0,0.00,0,0,1,0,0,6
Gabriel Achilier,Ecuador,2014,21,Defensor,2,0,0,1,0,0.00,0,0,1,1,0,17
Gabriel Alonso,España,1950,-,Defensor,6,6,0,0,0,0.00,0,0,3,1,2,4
Gabriel Badilla,Costa Rica,2006,17,Defensor,1,1,0,2,0,0.00,1,0,0,0,1,31
Gabriel Batistuta,Argentina,1994,9,Delantero,4,4,0,0,4,1.00,1,0,2,0,2,10
Gabriel Batistuta,Argentina,1998,9,Delantero,5,5,1,0,5,1.00,0,0,3,1,1,6
Gabriel Batistuta,Argentina,2002,9,Delantero,3,3,1,0,1,0.33,1,0,1,1,1,18
Gabriel Caballero,México,2002,19,Mediocampista,3,1,0,1,0,0.00,0,0,2,1,0,11
Gabriel Calderon,Argentina,1982,5,Delantero,4,2,0,1,0,0.00,0,0,2,0,2,11
Gabriel Calderon,Argentina,1990,6,Mediocampista,5,2,0,2,0,0.00,0,0,1,2,2,2
Gabriel De Michele,Francia,1966,11,Defensor,1,1,0,2,0,0.00,0,0,0,1,0,13
Gabriel Enrique Gómez,Panamá,2018,6,Mediocampista,3,3,0,0,0,0.00,1,0,0,0,3,32
Gabriel Gomez,Colombia,1990,8,Mediocampista,4,4,0,0,0,0.00,2,0,1,1,2,14
Gabriel Gomez,Colombia,1994,6,Mediocampista,1,1,0,2,0,0.00,0,0,0,0,1,19
Gabriel Heinze,Argentina,2006,6,Defensor,4,4,0,1,0,0.00,2,0,3,1,0,6
Gabriel Heinze,Argentina,2010,6,Defensor,4,4,0,1,1,0.25,1,0,3,0,1,5
Gabriel Jesus,Brasil,2018,9,Delantero,5,5,0,0,0,0.00,0,0,3,1,1,6
Gabriel Jesus,Brasil,2022,18,Delantero,3,1,0,2,0,0.00,0,0,2,0,1,7
Gabriel Martinelli,Brasil,2022,26,Delantero,3,1,0,2,0,0.00,0,0,2,0,1,7
Gabriel Mercado,Argentina,2018,2,Defensor,3,3,0,1,1,0.33,1,0,1,0,2,16
Gabriel Milito,Argentina,2006,15,Defensor,1,1,0,4,0,0.00,0,0,0,1,0,6
Gabriel Nunez,México,1966,14,Defensor,3,3,0,0,0,0.00,0,0,0,2,1,12
Gabriel Paletta,Italia,2014,20,Defensor,1,1,0,2,0,0.00,0,0,1,0,0,22
Gabriel Popescu,Rumania,1998,16,Mediocampista,3,3,0,1,0,0.00,0,0,2,0,1,11
Gabriel Torres,Panamá,2018,9,Delantero,2,1,0,1,0,0.00,0,0,0,0,2,32
Gabriele Oriali,Italia,1982,13,Mediocampista,5,5,0,2,0,0.00,2,0,4,1,0,1
Gael Clichy,Francia,2010,22,Defensor,1,1,0,2,0,0.00,0,0,0,0,1,29
Gael Givet,Francia,2006,17,Defensor,0,0,0,7,0,0.00,0,0,0,0,0,2
Gaël Ondoua,Camerún,2022,5,Mediocampista,2,0,0,1,0,0.00,0,0,0,1,1,19
Gaetan Bong,Camerún,2010,12,Defensor,1,1,0,2,0,0.00,0,0,0,0,1,31
Gaetan Englebert,Bélgica,2002,17,Mediocampista,0,0,0,4,0,0.00,0,0,0,0,0,14
Gaetano Scirea,Italia,1978,8,Defensor,7,7,0,0,0,0.00,0,0,4,1,2,4
Gaetano Scirea,Italia,1982,7,Defensor,7,7,0,0,0,0.00,1,0,4,3,0,1
Gaetano Scirea,Italia,1986,6,Defensor,4,4,4,0,0,0.00,1,0,1,2,1,12
Gaizka Mendieta,España,2002,16,Mediocampista,3,1,0,2,1,0.33,0,0,1,2,0,5
Gaku Shibasaki,Japón,2018,7,Mediocampista,4,4,0,0,0,0.00,1,0,1,1,2,15
Gaku Shibasaki,Japón,2022,7,Mediocampista,0,0,0,4,0,0.00,0,0,0,0,0,9
Galimzyan Khusainov,URSS,1962,21,Delantero,1,1,0,3,0,0.00,0,0,1,0,0,6
Galimzyan Khusainov,URSS,1966,15,Delantero,4,4,0,2,0,0.00,1,0,3,0,1,4
Gallego,España,1966,17,Mediocampista,3,3,0,0,0,0.00,0,0,1,0,2,10
Gamal Abdelhamid,Egipto,1990,10,Mediocampista,3,2,2,0,0,0.00,0,0,0,2,1,20
Garang Kuol,Australia,2022,21,Delantero,2,0,0,2,0,0.00,0,0,0,0,2,11
Garay,España,1962,8,Mediocampista,1,1,0,2,0,0.00,0,0,0,0,1,12
Garba Lawal,Nigeria,1998,11,Mediocampista,4,4,0,0,0,0.00,0,0,2,0,2,12
Garba Lawal,Nigeria,2002,11,Mediocampista,1,1,0,2,0,0.00,0,0,0,0,1,27
Gareth Bale,Gales,2022,11,Delantero,3,3,3,0,1,0.33,1,0,0,1,2,30
Gareth Barry,Inglaterra,2010,14,Mediocampista,3,3,0,1,0,0.00,0,0,1,1,1,13
Gareth Southgate,Inglaterra,1998,6,Defensor,2,1,0,2,0,0.00,0,0,1,1,0,9
Gareth Southgate,Inglaterra,2002,16,Defensor,0,0,0,5,0,0.00,0,0,0,0,0,6
Garrincha,Brasil,1958,11,Delantero,4,4,0,2,0,0.00,0,0,4,0,0,1
Garrincha,Brasil,1962,7,Delantero,6,6,0,0,4,0.67,0,0,5,1,0,1
Garrincha,Brasil,1966,16,Delantero,2,2,0,1,1,0.50,0,0,1,0,1,11
Gary A. Stevens,Inglaterra,1986,15,Defensor,2,0,0,3,0,0.00,0,0,1,1,0,8
Gary Bailey,Inglaterra,1986,22,Arquero,0,0,0,5,0,0.00,0,0,0,0,0,8
Gary Breen,Irlanda,2002,14,Defensor,4,4,0,0,1,0.25,0,0,1,3,0,12
Gary Cahill,Inglaterra,2014,5,Defensor,3,3,0,0,0,0.00,0,0,0,1,2,26
Gary Cahill,Inglaterra,2018,15,Defensor,1,1,0,6,0,0.00,0,0,0,0,1,4
Gary Gillespie,Escocia,1990,11,Defensor,1,0,0,2,0,0.00,0,0,0,0,1,18
Gary Kelly,Irlanda,1994,12,Defensor,2,2,0,2,0,0.00,1,0,0,1,1,16
Gary Kelly,Irlanda,2002,18,Defensor,4,4,0,0,0,0.00,0,0,1,3,0,12
Gary Lineker,Inglaterra,1986,10,Delantero,5,5,0,0,6,1.20,0,0,2,1,2,8
Gary Lineker,Inglaterra,1990,10,Delantero,7,7,0,0,4,0.57,0,0,3,3,1,4
Gary Manuel,Australia,1974,10,Delantero,0,0,0,3,0,0.00,0,0,0,0,0,14
Gary Mcallister,Escocia,1990,20,Mediocampista,0,0,0,3,0,0.00,0,0,0,0,0,18
Gary Medel,Chile,2010,17,Defensor,3,3,0,1,0,0.00,2,0,2,0,1,10
Gary Medel,Chile,2014,17,Defensor,4,4,0,0,0,0.00,0,0,2,1,1,9
Gary Neville,Inglaterra,1998,12,Defensor,3,3,0,1,0,0.00,0,0,1,1,1,9
Gary Neville,Inglaterra,2006,2,Defensor,2,2,0,3,0,0.00,0,0,1,1,0,7
Gary Stevens,Inglaterra,1986,2,Defensor,5,5,0,0,0,0.00,0,0,2,1,2,8
Gary Stevens,Inglaterra,1990,2,Defensor,2,2,0,5,0,0.00,0,0,0,1,1,4
Gastón Ramírez,Uruguay,2014,18,Mediocampista,2,0,0,2,0,0.00,0,0,1,0,1,12
Gastón Silva,Uruguay,2018,13,Defensor,0,0,0,5,0,0.00,0,0,0,0,0,5
Gaston Taument,Paises Bajos,1994,17,Delantero,3,1,0,2,1,0.33,0,0,2,0,1,7
Gavi,España,2022,9,Mediocampista,4,4,0,0,1,0.25,0,0,1,2,1,13
Gavril Balint,Rumania,1990,18,Delantero,4,2,0,0,2,0.50,0,0,1,2,1,12
Geert De Vlieger,Bélgica,2002,1,Arquero,4,4,0,0,0,0.00,0,0,1,2,1,14
Gejus Van Der Meulen,Paises Bajos,1934,-,Arquero,1,1,0,0,0,0.00,0,0,0,0,1,9
Gelson Fernandes,Suiza,2010,16,Mediocampista,3,3,0,0,1,0.33,1,0,1,1,1,19
Gelson Fernandes,Suiza,2014,16,Mediocampista,1,0,0,3,0,0.00,1,0,0,0,1,11
Gelson Fernandes,Suiza,2018,16,Mediocampista,0,0,0,4,0,0.00,0,0,0,0,0,14
Gelson Martins,Portugal,2018,18,Delantero,1,0,0,3,0,0.00,0,0,1,0,0,13
Gen Shoji,Japón,2018,3,Defensor,3,3,0,1,0,0.00,0,0,1,1,1,15
Genaro Sermeno,El Salvador,1970,16,Mediocampista,2,0,0,1,0,0.00,0,0,0,0,2,16
Genki Haraguchi,Japón,2018,8,Mediocampista,3,3,0,1,1,0.33,0,0,1,1,1,15
