jugador,seleccion_nacionalidad,altura,fecha_nac,posicion,num_camiseta,mundiales
Roberto Tricella,Italia,,18 de marzo de 1959,Defensor,7,1986
Robin Olsen,Suecia,1.98 m,8 de enero de 1990,Arquero,1,2018
Robin Van Persie,Paises Bajos,1.83 m,6 de agosto de 1983,Delantero,"17, 9","2006, 2010, 2014"
Robinho,Brasil,1.75 m,25 de enero de 1984,Delantero,"23, 11","2006, 2010"
Rodion Camataru,Rumania,,22 de junio de 1958,Delantero,9,1990
Rodney Wallace,Costa Rica,,17 de junio de 1988,Mediocampista,13,2018
Rodolfo Rodriguez,Uruguay,,20 de enero de 1956,Arquero,1,1986
Rodolfo Cota,México,1.88 m,3 de julio de 1987,Arquero,12,2022
Rodolfo Dubo,Chile,,11 de septiembre de 1953,Mediocampista,6,1982
Rodolfo Gamarra,Paraguay,1.68 m,10 de diciembre de 1988,Delantero,23,2010
Rodolfo Manzo,Perú,,5 de junio de 1949,Defensor,3,1978
Rodolfo Orlandini,Argentina,,1 de enero de 1905,Defensor,-,1930
Rodolfo Pini,Uruguay,,1 de enero de 1926,Mediocampista,-,1950
Rodolfo Sandoval,Uruguay,,4 de octubre de 1948,Mediocampista,13,1970
Rodri,España,,8 de marzo de 1934,Defensor,17,1962
Rodri,España,1.90 m,22 de junio de 1996,Mediocampista,16,2022
Rodrigo Barrera,Chile,,30 de marzo de 1970,Delantero,21,1998
Rodrigo Bentancur,Uruguay,1.87 m,25 de junio de 1997,Mediocampista,6,"2018, 2022"
Rodrigo Cordero,Costa Rica,1.73 m,4 de diciembre de 1973,Mediocampista,19,2002
Rodrigo De Paul,Argentina,1.80 m,24 de mayo de 1994,Mediocampista,7,2022
Rodrigo Millar,Chile,1.82 m,3 de noviembre de 1981,Mediocampista,20,2010
Rodrigo Moreno,España,1.82 m,6 de marzo de 1991,Delantero,9,2018
Rodrigo Muñoz,Uruguay,1.84 m,22 de enero de 1982,Arquero,12,2014
Rodrigo Palacio,Argentina,1.76 m,5 de febrero de 1982,Delantero,"14, 18","2006, 2014"
Rodrigo Ruiz,México,,14 de abril de 1923,Defensor,-,1950
Rodrigo Tello,Chile,1.71 m,14 de octubre de 1979,Mediocampista,21,2010
Rodrigues Neto,Brasil,,6 de diciembre de 1949,Defensor,16,1978
Rodrygo,Brasil,1.74 m,9 de enero de 2001,Delantero,21,2022
Rogelio Delgado,Paraguay,,12 de octubre de 1959,Defensor,5,1986
Rogelio Dominguez,Argentina,,9 de marzo de 1931,Arquero,12,1962
Rogelio Farias,Chile,,13 de agosto de 1949,Mediocampista,19,1974
Rogelio Funes Mori,México,1.86 m,5 de marzo de 1991,Delantero,11,2022
Roger Bocquet,Suiza,,9 de abril de 1921,Defensor,4,"1950, 1954"
Roger Byrne,Inglaterra,,8 de febrero de 1929,Defensor,3,1954
Roger Courtois,Francia,,30 de mayo de 1912,Delantero,-,"1934, 1938"
Roger Espinoza,Honduras,1.78 m,25 de octubre de 1986,Delantero,"13, 15","2010, 2014"
Roger Feutmba,Camerún,,31 de octubre de 1965,Mediocampista,19,1990
Roger Flores,Costa Rica,,26 de mayo de 1959,Defensor,3,1990
Roger Gomez,Costa Rica,,7 de febrero de 1965,Mediocampista,12,1990
Roger Hunt,Inglaterra,,20 de julio de 1938,Delantero,"18, 21","1962, 1966"
Roger Ljung,Suecia,,8 de enero de 1966,Defensor,5,"1990, 1994"
Roger Marche,Francia,,5 de marzo de 1924,Defensor,"7, 6","1954, 1958"
Roger Mathis,Suiza,,4 de abril de 1921,Defensor,6,1954
Roger Milla,Camerún,,20 de mayo de 1952,Delantero,9,"1982, 1990, 1994"
Roger Nilsen,Noruega,,8 de agosto de 1969,Defensor,14,1994
Roger Piantoni,Francia,,26 de diciembre de 1931,Delantero,20,1958
Roger Quinche,Suiza,,22 de julio de 1922,Mediocampista,-,1950
Roger Rio,Francia,,13 de febrero de 1913,Mediocampista,-,1934
Roger Saint-Vil,Haití,,8 de diciembre de 1949,Delantero,15,1974
Roger Vonlanthen,Suiza,,5 de diciembre de 1930,Delantero,"22, 20","1954, 1962"
Rogerio Ceni,Brasil,1.88 m,22 de enero de 1973,Arquero,"22, 12","2002, 2006"
Roland Aman,Suecia,,30 de enero de 1957,Defensor,14,1978
Roland Andersson,Suecia,,28 de marzo de 1950,Defensor,20,1978
Roland Grip,Suecia,,1 de enero de 1941,Defensor,"5, 13","1970, 1974"
Roland Hattenberger,Austria,,7 de diciembre de 1948,Mediocampista,6,"1978, 1982"
Roland Nilsson,Suecia,,27 de noviembre de 1963,Defensor,"6, 2","1990, 1994"
Roland Sandberg,Suecia,,16 de diciembre de 1946,Delantero,11,1974
Rolando,Portugal,1.89 m,31 de agosto de 1985,Defensor,4,2010
Rolando Chilavert,Paraguay,,22 de mayo de 1961,Mediocampista,19,1986
Rolando Fonseca,Costa Rica,1.78 m,6 de agosto de 1974,Delantero,7,2002
Rolando Garcia,Chile,,15 de diciembre de 1942,Defensor,2,1974
Rolando Irusta,Argentina,,27 de marzo de 1938,Arquero,2,1966
Rolando Serrano,Colombia,,13 de noviembre de 1938,Mediocampista,10,1962
Rolf Holmberg,Noruega,,24 de agosto de 1914,Mediocampista,-,1938
Rolf Johannesen,Noruega,,15 de marzo de 1910,Defensor,-,1938
Rolf Ruessmann,Alemania Occidental,,13 de octubre de 1950,Defensor,4,1978
Rolf Wuethrich,Suiza,,4 de septiembre de 1938,Mediocampista,21,1962
Romain Saïss,Marruecos,1.90 m,26 de marzo de 1990,Defensor,6,"2018, 2022"
Roman Bürki,Suiza,1.87 m,14 de noviembre de 1990,Arquero,21,"2014, 2018"
Roman Jakobczak,Polonia,,26 de febrero de 1946,Delantero,15,1974
Roman Mahlich,Austria,,17 de septiembre de 1971,Mediocampista,17,1998
Román Torres,Panamá,1.88 m,20 de marzo de 1986,Defensor,5,2018
Roman Weidenfeller,Alemania,1.88 m,6 de agosto de 1980,Arquero,22,2014
Roman Wojcicki,Polonia,,8 de enero de 1958,Defensor,"20, 12, 5","1978, 1982, 1986"
Roman Zobnin,Rusia,1.82 m,11 de febrero de 1994,Mediocampista,11,2018
Romano Fogli,Italia,,21 de enero de 1938,Mediocampista,7,1966
Romaric,Costa de Marfil,1.87 m,4 de junio de 1983,Mediocampista,"22, 13","2006, 2010"
Romario,Brasil,1.69 m,29 de enero de 1966,Delantero,11,"1990, 1994"
Romario Ibarra,Ecuador,1.75 m,24 de septiembre de 1994,Mediocampista,10,2022
Romelu Lukaku,Bélgica,1.90 m,13 de mayo de 1993,Delantero,9,"2014, 2018, 2022"
Romeo Benetti,Italia,,20 de octubre de 1945,Mediocampista,"4, 10","1974, 1978"
Romeu,Brasil,,26 de marzo de 1911,Delantero,-,1938
Romildo Etcheverry,Paraguay,,1 de enero de 1907,Mediocampista,-,1930
Ron Flowers,Inglaterra,,28 de julio de 1934,Mediocampista,"6, 17","1962, 1966"
Ron Hewitt,Gales,,21 de junio de 1928,Delantero,8,1958
Ron-Robert Zieler,Alemania,1.85 m,12 de enero de 1989,Arquero,12,2014
Ron Springett,Inglaterra,,22 de julio de 1935,Arquero,"1, 12","1962, 1966"
Ron Staniforth,Inglaterra,,13 de abril de 1924,Defensor,2,1954
Ron Vlaar,Paises Bajos,1.89 m,16 de febrero de 1985,Defensor,2,2014
Ronald Araújo,Uruguay,1.85 m,7 de marzo de 1999,Defensor,4,2022
Ronald Clayton,Inglaterra,,5 de agosto de 1934,Mediocampista,15,1958
Ronald De Boer,Paises Bajos,,15 de mayo de 1970,Mediocampista,"9, 7","1994, 1998"
Ronald Fuentes,Chile,,22 de junio de 1969,Defensor,3,1998
Ronald Gomez,Costa Rica,1.83 m,24 de enero de 1975,Delantero,11,"2002, 2006"
Ronald Gonzalez,Costa Rica,1.81 m,8 de agosto de 1970,Defensor,4,1990
Ronald Koeman,Paises Bajos,,21 de marzo de 1963,Defensor,4,"1990, 1994"
Ronald Langon,Uruguay,,6 de agosto de 1939,Delantero,19,1962
Ronald Marin,Costa Rica,,2 de noviembre de 1962,Defensor,15,1990
Rónald Matarrita,Costa Rica,1.75 m,9 de julio de 1994,Defensor,22,2022
Ronald Worm,Alemania Occidental,,7 de octubre de 1953,Delantero,19,1978
Ronaldao,Brasil,,19 de junio de 1965,Defensor,4,1994
Ronaldinho,Brasil,1.83 m,21 de marzo de 1980,Mediocampista,"11, 10","2002, 2006"
Ronaldo,Brasil,1.83 m,22 de septiembre de 1976,Delantero,"20, 9","1994, 1998, 2002, 2006"
Ronnie Hellstrom,Suecia,,21 de febrero de 1949,Arquero,1,"1970, 1974, 1978"
Ronnie Whelan,Irlanda,,25 de septiembre de 1961,Mediocampista,"6, 18","1990, 1994"
Ronny Johnsen,Noruega,,10 de junio de 1969,Defensor,3,1998
Ronny Pettersson,Suecia,,26 de abril de 1940,Arquero,17,1970
Rony Martínez,Honduras,1.80 m,16 de agosto de 1988,Delantero,16,2014
Roque Junior,Brasil,1.86 m,31 de agosto de 1976,Defensor,4,2002
Roque Maspoli,Uruguay,,12 de octubre de 1917,Arquero,1,"1950, 1954"
Roque Santa Cruz,Paraguay,1.91 m,16 de agosto de 1981,Delantero,9,"2002, 2006, 2010"
Rory Fallon,Nueva Zelanda,1.91 m,20 de marzo de 1982,Delantero,14,2010
Rosen Kirilov,Bulgaria,,4 de enero de 1973,Defensor,21,1998
Rosendo Hernandez,España,,1 de marzo de 1921,Delantero,-,1950
Ross Barkley,Inglaterra,1.88 m,5 de diciembre de 1993,Mediocampista,21,2014
Rostilav Vojacek,Checoslovaquia,,23 de febrero de 1949,Defensor,6,1982
Rouzbeh Cheshmi,Irán,1.94 m,24 de julio de 1993,Defensor,"4, 15","2018, 2022"
Roy Aitken,Escocia,,24 de noviembre de 1958,Mediocampista,"8, 3","1986, 1990"
Roy Andersson,Suecia,,2 de agosto de 1949,Defensor,3,1978
Roy Bentley,Inglaterra,,17 de mayo de 1924,Delantero,-,1950
Roy Keane,Irlanda,1.79 m,10 de agosto de 1971,Mediocampista,6,"1994, 2002"
Roy Miller,Costa Rica,1.86 m,24 de noviembre de 1984,Defensor,19,2014
Roy Myers,Costa Rica,,13 de abril de 1969,Delantero,17,1990
Roy Rea,Irlanda del Norte,,1 de enero de 1933,Arquero,18,1958
Roy Vernon,Gales,,14 de abril de 1937,Delantero,18,1958
Roy Wegerle,Estados Unidos,,19 de marzo de 1964,"Delantero, Mediocampista","10, 7","1994, 1998"
Ruben Amorim,Portugal,1.80 m,27 de enero de 1985,Mediocampista,"17, 20","2010, 2014"
Ruben Ayala,Argentina,,8 de enero de 1950,Delantero,2,1974
Ruben Baraja,España,1.80 m,11 de julio de 1975,Mediocampista,8,2002
Ruben Bareno,Uruguay,,23 de enero de 1944,Delantero,17,1970
Ruben Cano,España,,5 de febrero de 1951,Delantero,20,1978
Ruben Corbo,Uruguay,,20 de enero de 1952,Delantero,11,1974
Ruben Correa,Perú,,25 de julio de 1941,Arquero,12,1970
Rúben Dias,Portugal,1.87 m,14 de mayo de 1997,Defensor,"13, 4","2018, 2022"
Ruben Diaz,Perú,,17 de abril de 1952,Defensor,"5, 15","1978, 1982"
Ruben Galvan,Argentina,,7 de abril de 1952,Defensor,8,1978
Ruben Glaria,Argentina,,10 de marzo de 1948,Defensor,9,1974
Ruben Gonzalez,Uruguay,,17 de julio de 1939,Defensor,17,1962
Ruben Hernandez,Colombia,,19 de febrero de 1965,Delantero,22,1990
Ruben Loftus-Cheek,Inglaterra,1.91 m,23 de enero de 1996,Mediocampista,21,2018
Ruben Marcos,Chile,,6 de diciembre de 1942,Mediocampista,12,1966
Ruben Moran,Uruguay,,6 de agosto de 1930,Delantero,-,1950
Ruben Navarro,Argentina,,30 de marzo de 1933,Defensor,15,1962
Rúben Neves,Portugal,1.80 m,13 de marzo de 1997,Mediocampista,18,2022
Ruben Pagnanini,Argentina,,31 de enero de 1949,Defensor,18,1978
Ruben Paz,Uruguay,,8 de agosto de 1959,Mediocampista,"18, 10","1986, 1990"
Ruben Pereira,Uruguay,,28 de enero de 1968,Mediocampista,20,1990
Ruben Ruiz Diaz,Paraguay,,11 de noviembre de 1969,Arquero,22,1998
Ruben Soria,Uruguay,,1 de enero de 1935,Defensor,15,1962
Ruben Sosa,Uruguay,,25 de abril de 1966,Delantero,11,1990
Ruben Sosa,Argentina,,14 de noviembre de 1936,Delantero,19,1962
Rubén Vargas,Suiza,1.79 m,5 de agosto de 1998,Mediocampista,17,2022
Rubens,Brasil,,24 de noviembre de 1928,Delantero,20,1954
Rubin Colwill,Gales,1.69 m,27 de abril de 2002,Mediocampista,25,2022
Rudi Hoffmann,Alemania Occidental,,11 de febrero de 1935,Defensor,18,1958
Rudi Kargus,Alemania Occidental,,15 de agosto de 1952,Arquero,21,1978
Rudi Smidts,Bélgica,,12 de agosto de 1963,Defensor,5,1994
Rudi Viertl,Austria,,12 de noviembre de 1902,Delantero,-,1934
Rudi Voeller,Alemania Occidental,,13 de abril de 1960,Delantero,"9, 13","1986, 1990, 1994"
Rudolf Buerger,Rumania,,31 de octubre de 1908,Defensor,-,"1930, 1938"
Rudolf Gellesch,Alemania,,1 de mayo de 1914,Delantero,-,1938
Rudolf Gramlich,Alemania,,6 de junio de 1908,Mediocampista,-,1934
Rudolf Kotormany,Rumania,,23 de enero de 1911,Mediocampista,-,1934
Rudolf Krcil,Checoslovaquia,,5 de marzo de 1906,Mediocampista,-,1934
Rudolf Noack,Alemania,,30 de marzo de 1913,Delantero,-,1934
Rudolf Raftl,Austria,,7 de febrero de 1911,Arquero,-,"1934, 1938"
Rudolf Szanwald,Austria,,6 de julio de 1931,Arquero,1,1958
Rudolf Wetzer,Rumania,,17 de marzo de 1901,Delantero,-,1930
Ruedi Gyger,Suiza,,16 de abril de 1920,Defensor,-,1950
Ruediger Abramczik,Alemania Occidental,,18 de febrero de 1956,Delantero,7,1978
Ruediger Schnuphase,Alemania Oriental,,23 de enero de 1954,Mediocampista,6,1974
Rui Aguas,Portugal,,28 de abril de 1960,Delantero,19,1986
Rui Costa,Portugal,1.80 m,29 de marzo de 1972,Mediocampista,10,2002
Rui Jorge,Portugal,1.73 m,27 de marzo de 1973,Defensor,23,2002
Rui Marques,Angola,1.85 m,3 de septiembre de 1977,Defensor,15,2006
Rui Patricio,Portugal,1.89 m,15 de febrero de 1988,Arquero,"12, 1","2014, 2018, 2022"
Rumen Goranov,Bulgaria,,17 de marzo de 1950,Arquero,1,1974
Runar Alex Runarsson,Islandia,1.88 m,18 de febrero de 1995,Arquero,13,2018
Rune Bratseth,Noruega,,19 de marzo de 1961,Defensor,4,1994
Rune Carlsson,Suecia,,1 de octubre de 1909,Mediocampista,-,1934
Rúrik Gíslason,Islandia,1.84 m,25 de febrero de 1988,Mediocampista,19,2018
Ruslan Nigmatullin,Rusia,1.88 m,7 de octubre de 1974,Arquero,1,2002
Ruslan Pimenov,Rusia,1.79 m,25 de noviembre de 1981,Delantero,19,2002
Ruslan Rotan,Ucrania,1.76 m,29 de octubre de 1981,Mediocampista,21,2006
Russell Latapy,Trinidad y Tobago,1.83 m,2 de agosto de 1968,Delantero,10,2006
Russinho,Brasil,,18 de diciembre de 1902,Delantero,-,1930
Rustu Recber,Turquía,1.86 m,10 de mayo de 1973,Arquero,1,2002
Ruud Geels,Paises Bajos,,28 de julio de 1948,Delantero,1,1974
Ruud Gullit,Paises Bajos,,1 de septiembre de 1962,Mediocampista,10,1990
Ruud Hesp,Paises Bajos,,31 de octubre de 1965,Arquero,22,1998
Ruud Krol,Paises Bajos,,24 de marzo de 1949,Defensor,"12, 5","1974, 1978"
Ruud Van Nistelrooij,Paises Bajos,1.88 m,1 de julio de 1976,Delantero,9,2006
Ruy,Brasil,,2 de febrero de 1922,Mediocampista,-,1950
Ryad Boudebouz,Argelia,1.78 m,19 de febrero de 1990,Mediocampista,7,2010
Ryan Babel,Paises Bajos,1.85 m,19 de diciembre de 1986,Delantero,"21, 19","2006, 2010"
Ryan McGowan,Australia,1.91 m,15 de agosto de 1989,Defensor,19,2014
Ryan Nelsen,Nueva Zelanda,1.85 m,18 de octubre de 1977,Defensor,6,2010
Ryong Woon Kang,Corea del Norte,,25 de abril de 1942,Mediocampista,10,1966
Ryota Oshima,Japón,1.68 m,23 de enero de 1993,Mediocampista,18,2018
Ryszard Komornicki,Polonia,,14 de agosto de 1959,Mediocampista,13,1986
Ryszard Piec,Polonia,,17 de agosto de 1913,Delantero,-,1938
Ryszard Tarasiewicz,Polonia,,27 de abril de 1962,Mediocampista,7,1986
Ryuzo Morioka,Japón,1.80 m,7 de octubre de 1975,Defensor,4,2002
Saad Al Harthi,Arabia Saudita,1.78 m,3 de febrero de 1984,Delantero,11,2006
Saad Al Hutti,Kuwait,,24 de mayo de 1954,Mediocampista,6,1982
Saad Al Sheeb,Catar,1.88 m,19 de febrero de 1990,Arquero,1,2022
Saad Samir,Egipto,1.85 m,1 de abril de 1989,Defensor,20,2018
Saber Eid,Egipto,,1 de mayo de 1959,Mediocampista,15,1990
Saber Khalifa,Túnez,,14 de octubre de 1986,Delantero,19,2018
Sabri Jaballah,Túnez,,28 de junio de 1973,Defensor,20,1998
Saddam Karim,Iraq,,26 de mayo de 1960,Delantero,9,1986
Sadegh Moharrami,Irán,1.74 m,1 de marzo de 1996,Defensor,2,2022
Sadio Mané,Senegal,1.74 m,10 de abril de 1992,Delantero,10,2018
Sadouk Sassi,Túnez,,15 de noviembre de 1945,Arquero,1,1978
Saeid Ezatolahi,Irán,1.90 m,1 de octubre de 1996,Mediocampista,6,"2018, 2022"
Safet Susic,Yugoslavia,,13 de abril de 1955,"Delantero, Mediocampista","13, 8","1982, 1990"
Said Al Owayran,Arabia Saudita,,19 de agosto de 1967,Delantero,10,"1994, 1998"
Said Chiba,Marruecos,,28 de septiembre de 1970,Mediocampista,8,1998
Said Dghay,Marruecos,,14 de enero de 1964,Arquero,12,1994
Said Hussein,Iraq,,21 de enero de 1958,Delantero,10,1986
Saîf-Eddine Khaoui,Túnez,1.80 m,27 de abril de 1995,Mediocampista,7,2018
Salah Assad,Argelia,,10 de junio de 1958,Delantero,7,"1982, 1986"
Salah Karoui,Túnez,,11 de septiembre de 1951,Delantero,14,1978
Salah Larbes,Argelia,,16 de septiembre de 1952,Defensor,12,1982
Salaheddine Bassir,Marruecos,,5 de septiembre de 1972,Delantero,14,1998
Salaheddine Hmied,Marruecos,,1 de septiembre de 1961,Arquero,12,1986
Saleh Al Dawood,Arabia Saudita,,24 de septiembre de 1968,Defensor,15,1994
Saleh Al-Shehri,Arabia Saudita,1.84 m,1 de noviembre de 1993,Delantero,11,2022
Salem Al-Dawsari,Arabia Saudita,1.72 m,19 de agosto de 1991,Mediocampista,"18, 10","2018, 2022"
Salem Al-Hajri,Catar,1.83 m,10 de abril de 1996,Mediocampista,20,2022
Salif Diao,Senegal,1.84 m,10 de febrero de 1977,Mediocampista,15,2002
Salif Sané,Senegal,1.94 m,25 de agosto de 1990,Defensor,6,2018
Salis Abdul Samed,Ghana,1.79 m,26 de marzo de 2000,Mediocampista,21,2022
Salman Al-Faraj,Arabia Saudita,1.80 m,1 de agosto de 1989,Mediocampista,7,"2018, 2022"
Salomon Kalou,Costa de Marfil,1.75 m,5 de agosto de 1985,Delantero,8,"2010, 2014"
Salomon Olembe,Camerún,1.71 m,8 de diciembre de 1980,"Defensor, Mediocampista",20,"1998, 2002"
Salvador Cabañas,Paraguay,1.73 m,5 de agosto de 1980,Mediocampista,7,2006
Salvador Carmona,México,1.76 m,22 de agosto de 1975,Defensor,"18, 16","1998, 2002"
Salvador Farfan,México,,22 de junio de 1932,Mediocampista,16,1962
Salvador Flamenco Cabezas,El Salvador,,28 de febrero de 1947,Delantero,10,1970
Salvador Flores,Paraguay,,1 de enero de 1906,Defensor,-,1930
Salvador Mariona,El Salvador,,16 de diciembre de 1943,Defensor,3,1970
Salvador Mota,México,,1 de enero de 1923,Arquero,12,1954
Salvador Reyes,México,,20 de septiembre de 1936,Delantero,"8, 19","1958, 1962, 1966"
Salvador Sadurni,España,,3 de abril de 1941,Arquero,2,1962
Salvador Villalba,Paraguay,,29 de agosto de 1924,Mediocampista,5,1958
Salvatore Bagni,Italia,,25 de septiembre de 1956,Mediocampista,10,1986
Salvatore Bocchetti,Italia,1.78 m,30 de noviembre de 1986,Defensor,13,2010
Salvatore Schillaci,Italia,,1 de diciembre de 1964,Delantero,19,1990
Salvatore Sirigu,Italia,1.92 m,12 de enero de 1987,Arquero,12,2014
Sam Adekugbe,Canadá,1.75 m,16 de enero de 1995,Defensor,3,2022
Sam Malcolmson,Nueva Zelanda,,2 de abril de 1948,Defensor,11,1982
Sam Mcilroy,Irlanda del Norte,,2 de agosto de 1954,Mediocampista,"10, 8","1982, 1986"
Sam Morsy,Egipto,1.75 m,10 de septiembre de 1991,Mediocampista,5,2018
Sam Soo Kim,Corea del Sur,,8 de febrero de 1963,Mediocampista,18,1986
Saman Ghoddos,Irán,1.75 m,6 de septiembre de 1993,Mediocampista,14,"2018, 2022"
Sami Al Hashash,Kuwait,,15 de septiembre de 1959,Defensor,15,1982
Sami Al Jaber,Arabia Saudita,1.76 m,11 de diciembre de 1972,Delantero,"12, 9","1994, 1998, 2002, 2006"
Sami Al-Najei,Arabia Saudita,1.76 m,7 de febrero de 1997,Mediocampista,16,2022
Sami Khedira,Alemania,1.89 m,4 de abril de 1987,Mediocampista,6,"2010, 2014, 2018"
Sami Trabelsi,Túnez,,4 de febrero de 1968,Defensor,3,1998
Samir Handanovic,Eslovenia,1.93 m,14 de julio de 1984,Arquero,1,2010
Sammir,Croacia,1.78 m,23 de abril de 1987,Mediocampista,19,2014
Sammy Adjei,Ghana,1.86 m,1 de septiembre de 1980,Arquero,1,2006
Sammy Baird,Escocia,,13 de mayo de 1930,Mediocampista,13,1958
Sammy Bossut,Bélgica,1.87 m,11 de agosto de 1985,Arquero,13,2014
Sammy Chapman,Irlanda del Norte,,16 de febrero de 1938,Mediocampista,20,1958
Sammy Mccrory,Irlanda del Norte,,,Delantero,15,1958
Sammy Ndjock,Camerún,1.90 m,25 de febrero de 1990,Arquero,23,2014
Sammy Nelson,Irlanda del Norte,,1 de abril de 1949,Defensor,13,1982
Samson Siasia,Nigeria,1.92 m,14 de agosto de 1967,Delantero,12,1994
Samuel Aguilar,Paraguay,,1 de enero de 1934,Arquero,12,1958
Samuel Cuburu,México,,20 de febrero de 1928,Mediocampista,-,1950
Samuel Ekeme,Camerún,,12 de julio de 1966,Defensor,4,1994
Samuel Eto'o,Camerún,1.80 m,10 de marzo de 1981,Delantero,"11, 9","1998, 2002, 2010, 2014"
Samúel Fridjónsson,Islandia,1.86 m,22 de febrero de 1996,Defensor,3,2018
Samuel Inkoom,Ghana,1.79 m,1 de junio de 1989,Defensor,"7, 2","2010, 2014"
Samuel Ipoua,Camerún,,1 de marzo de 1973,Delantero,18,1998
Samuel Kuffour,Ghana,1.78 m,3 de septiembre de 1976,Defensor,4,2006
Samuel Oum Gouet,Camerún,1.85 m,14 de diciembre de 1997,Mediocampista,14,2022
Samuel Piette,Canadá,1.71 m,12 de noviembre de 1994,Mediocampista,6,2022
Samuel Umtiti,Francia,1.82 m,14 de noviembre de 1993,Defensor,5,2018
Samuel Zauber,Rumania,,1 de enero de 1901,Arquero,-,1930
Sander Boschker,Paises Bajos,1.85 m,20 de octubre de 1970,Arquero,22,2010
Sandor Biro,Hungría,,19 de agosto de 1911,Defensor,-,"1934, 1938"
Sandor Geller,Hungría,,12 de julio de 1925,Arquero,21,1954
Sandor Gujdar,Hungría,,8 de noviembre de 1951,Arquero,1,1978
Sandor Kocsis,Hungría,,21 de septiembre de 1929,Delantero,8,1954
Sandor Matrai,Hungría,,20 de noviembre de 1932,Defensor,"2, 3","1958, 1962, 1966"
Sandor Muller,Hungría,,21 de septiembre de 1948,Mediocampista,5,1982
Sandor Pinter,Hungría,,18 de julio de 1950,Mediocampista,10,1978
Sandor Sallai,Hungría,,26 de marzo de 1960,Defensor,"14, 2","1982, 1986"
Sandor Zombori,Hungría,,31 de octubre de 1951,Mediocampista,5,1978
Sandro Cois,Italia,,9 de junio de 1972,Mediocampista,13,1998
Sandro Mazzola,Italia,,8 de noviembre de 1942,Mediocampista,"14, 15, 7","1966, 1970, 1974"
Sandro Salvadore,Italia,,29 de noviembre de 1939,Defensor,"4, 22","1962, 1966"
Sandy Jardine,Escocia,,31 de diciembre de 1948,Defensor,2,"1974, 1978"
Sang Bum Gu,Corea del Sur,,15 de junio de 1964,"Defensor, Mediocampista",17,"1990, 1994"
Sang Chul Yoo,Corea del Sur,1.84 m,18 de octubre de 1971,"Defensor, Mediocampista",6,"1998, 2002"
Sang-ho Na,Corea del Sur,1.73 m,12 de agosto de 1996,Mediocampista,17,2022
Sang Hun Lee,Corea del Sur,1.84 m,11 de octubre de 1975,Defensor,12,1998
Sang Kwon Woo,Corea del Sur,,2 de febrero de 1926,Delantero,9,1954
Sang Sik Kim,Corea del Sur,1.84 m,17 de diciembre de 1976,Defensor,18,2006
Sang Yi Lee,Corea del Sur,,1 de enero de 1922,Mediocampista,5,1954
Sang Yoon Lee,Corea del Sur,1.79 m,10 de abril de 1969,Mediocampista,"10, 15","1990, 1998"
Sani Kaita,Nigeria,1.80 m,2 de mayo de 1986,Mediocampista,14,2010
Sanny Aslund,Suecia,,29 de agosto de 1952,Delantero,21,1978
Santiago Arias,Colombia,1.80 m,13 de enero de 1992,Defensor,4,"2014, 2018"
Santiago Benitez,Paraguay,,1 de enero de 1903,Mediocampista,-,1930
Santiago Canizares,España,1.81 m,18 de diciembre de 1969,Arquero,"13, 19","1994, 1998, 2006"
Santiago Cazorla,España,1.63 m,13 de diciembre de 1984,Mediocampista,20,2014
